State Abbreviation,State Name,Reporting Period,Original or Updated,Beneficiaries with a Renewal Initiated,Beneficiaries with a Renewal Initiated - footnotes,Beneficiaries with a Renewal Due,Beneficiaries with a Renewal Due - footnotes,Beneficiaries Whose Coverage Was Renewed (Total),Beneficiaries Whose Coverage Was Renewed (Total) - footnotes,Beneficiaries Whose Coverage Was Renewed on an Ex Parte Basis,Beneficiaries Whose Coverage Was Renewed on an Ex Parte Basis - footnotes,Beneficiaries Whose Coverage Was Renewed based on a Renewal Form,Beneficiaries Whose Coverage Was Renewed based on a Renewal Form - footnotes,Beneficiaries Disenrolled at Renewal (Total),Beneficiaries Disenrolled at Renewal (Total) - footnotes,Beneficiaries Determined Ineligible at Renewal,Beneficiaries Determined Ineligible at Renewal - footnotes,Beneficiaries Disenrolled for Procedural Reasons at Renewal,Beneficiaries Disenrolled for Procedural Reasons at Renewal - footnotes,Beneficiaries with a Pending Renewal,Beneficiaries with a Pending Renewal - footnotes
HI,Hawaii,202504,U,,,27038,,24441,,21402,,3039,,2515,,584,,1931,,82,
HI,Hawaii,202505,O,36812,,41406,,37989,,33489,,4500,,3194,,886,,2308,,223,
HI,Hawaii,202505,U,,,41406,,38061,,33496,,4565,,3251,,906,,2345,,94,
HI,Hawaii,202506,O,36217,,36856,,34351,,31509,,2842,,2331,,650,,1681,,174,
HI,Hawaii,202506,U,,,36856,,34396,,31511,,2885,,2385,,668,,1717,,75,
HI,Hawaii,202507,O,36059,,36119,,33774,,30910,,2864,,2183,,535,,1648,,162,
HI,Hawaii,202507,U,,,36119,,33819,,30912,,2907,,2239,,554,,1685,,61,
HI,Hawaii,202508,O,40540,,36003,,32491,,27648,,4843,,3164,,750,,2414,,348,
HI,Hawaii,202509,O,38823,,40547,,35881,,27839,,8042,,3912,,810,,3102,,754,
HI,Hawaii,202510,O,36762,,38684,,34440,,29647,,4793,,3663,,767,,2896,,581,
HI,Hawaii,202511,O,40564,,36753,,31964,,27323,,4641,,3921,,602,,3319,,868,
IA,Iowa,202303,O,78271,,,,,,,,,,,,,,,,,State Implemented Other Mitigation Strategies Related to Submission of Renewal Forms
IA,Iowa,202303,U,,,,,,,,,,,,,,,,,,
IA,Iowa,202304,O,84961,,94290,,43315,,17376,,25939,,44604,,10473,,34131,,6371,State Implemented Other Mitigation Strategies Related to Submission of Renewal Forms
IA,Iowa,202304,U,,,94290,,47677,,17615,,30062,,41417,,11178,,30239,,5196,
IA,Iowa,202305,O,88273,,78271,,29816,,16353,,13463,,6172,,4938,,1234,,42283,State Implemented Other Mitigation Strategies Related to Submission of Renewal Forms
IA,Iowa,202305,U,,,78271,,40670,,16896,,23774,,34251,,7285,,26966,,3350,
IA,Iowa,202306,O,87148,,84961,,32271,,18188,,14083,,8064,State Held Some or All Procedural and/or Other Terminations for the Report Month,5112,,2952,State Held Some or All Procedural and/or Other Terminations for the Report Month,44626,
IA,Iowa,202306,U,,,84961,,44660,,18891,,25769,,36484,,8493,,27991,,3817,
IA,Iowa,202307,O,87049,,88273,,34178,,22468,,11710,,6321,,5192,,1129,,47774,
IA,Iowa,202307,U,,,88273,,49562,,22789,,26773,,33357,,7539,,25818,,5354,
IA,Iowa,202308,O,72233,,88539,,39720,,22839,,16881,,6473,,5140,,1333,,42346,
IA,Iowa,202308,U,,,88539,,57807,,23396,,34411,,25904,,7077,,18827,,4828,
IA,Iowa,202309,O,65181,,87049,,38341,,24350,,13991,,5649,,4697,,952,,43059,
IA,Iowa,202309,U,,,87049,,57419,,24653,,32766,,24408,,7130,,17278,,5222,
IA,Iowa,202310,O,39377,,72233,,40885,,26367,,14518,,5523,,4478,,1045,,25825,
IA,Iowa,202310,U,,,72233,,52080,,26553,,25527,,18505,,6801,,11704,,1648,
IA,Iowa,202311,O,63835,,65181,,35468,,26588,,8880,,2737,,2127,,610,,26976,
IA,Iowa,202311,U,,,53222,,42188,,26584,,15604,,10515,,3183,,7332,,519,
IA,Iowa,202312,O,87466,,39377,,7050,,840,,6210,,2452,,1960,,492,,29875,
IA,Iowa,202312,U,,,39377,,30876,,19152,,11724,,7642,,2805,,4837,,859,
IA,Iowa,202401,O,48404,,63835,,8767,,825,,7942,,2627,,2106,,521,,52441,
IA,Iowa,202401,U,,,63835,,55762,,43267,,12495,,7182,,2854,,4328,,891,
IA,Iowa,202402,O,51050,,87466,,18034,,993,,17041,,6224,,4704,,1520,,63208,
IA,Iowa,202402,U,,,87466,,60940,,26156,,34784,,19734,,7883,,11851,,6792,
IA,Iowa,202403,O,48564,,48404,,27508,,18356,,9152,,14615,,2257,,12358,,6281,
IA,Iowa,202403,U,,,48404,,35180,,18394,,16786,,11950,,3614,,8336,,1274,
IA,Iowa,202404,O,51421,,51050,,33198,,21731,,11467,,10772,,1985,,8787,,7080,
IA,Iowa,202404,U,,,51050,,40527,,21733,,18794,,8701,,2878,,5823,,1822,
IA,Iowa,202405,O,48564,,48564,,32822,,22531,,10291,,9570,,2072,,7498,,6172,
IA,Iowa,202405,U,,,48564,,37177,,22546,,14631,,9526,,2594,,6932,,1861,
IA,Iowa,202406,O,64381,,51421,,35819,,25714,,10105,,10805,,2117,,8688,,4797,
IA,Iowa,202406,U,,,51421,,38225,,25725,,12500,,12410,,2460,,9950,,786,
IA,Iowa,202407,O,65447,,60370,,40304,,28224,,12080,,12932,,2291,,10641,,7134,
IA,Iowa,202407,U,,,59754,,43913,,28236,,15677,,14060,,2697,,11363,,1781,
IA,Iowa,202408,O,60409,,64381,,44507,,27535,,16972,,11734,,2609,,9125,,8140,
IA,Iowa,202408,U,,,64381,,49135,,27540,,21595,,13390,,3134,,10256,,1856,
IA,Iowa,202409,O,50960,,65447,,46215,,28829,,17386,,11906,,2817,,9089,,7326,
IA,Iowa,202409,U,,,65447,,50497,,28834,,21663,,13398,,3342,,10056,,1552,
IA,Iowa,202410,O,38452,,60409,,44063,,30369,,13694,,11597,,2690,,8907,,4749,
IA,Iowa,202410,U,,,60409,,46971,,30379,,16592,,12575,,3040,,9535,,863,
IA,Iowa,202411,O,59486,,50960,,39430,,27836,,11594,,8420,,1911,,6509,,3110,
IA,Iowa,202411,U,,,50960,,41059,,27949,,13110,,9513,,2042,,7471,,388,
IA,Iowa,202412,O,58551,,38452,,27923,,20213,,7710,,7682,,1471,,6211,,2847,
IA,Iowa,202412,U,,,38452,,29436,,20261,,9175,,8393,,1650,,6743,,623,
IA,Iowa,202501,O,43846,,59486,,49516,,31805,,17711,,6675,,1766,,4909,,3295,
IA,Iowa,202501,U,,,59486,,51113,,31887,,19226,,7330,,1961,,5369,,1043,
IA,Iowa,202502,O,66785,,58552,,43532,,29597,,13935,,10707,,2246,,8461,,4313,
IA,Iowa,202502,U,,,58552,,45781,,29684,,16097,,11475,,2553,,8922,,1296,
IA,Iowa,202503,O,47547,,43847,,30975,,20691,,10284,,8634,,898,,7736,,4238,
IA,Iowa,202503,U,,,43847,,32975,,20695,,12280,,9449,,1087,,8362,,1423,
IA,Iowa,202504,O,50336,,66785,,46152,,28284,,17868,,11160,,2555,,8605,,9473,
IA,Iowa,202504,U,,,66785,,48976,,28385,,20591,,12548,,2864,,9684,,5261,
IA,Iowa,202505,O,56759,,47527,,33616,,22104,,11512,,8723,,1839,,6884,,5188,
IA,Iowa,202505,U,,,47547,,35293,,22260,,13033,,9581,,2028,,7553,,2673,
IA,Iowa,202506,O,61485,,50336,,36069,,24861,,11208,,9195,,1871,,7324,,5072,
IA,Iowa,202506,U,,,50336,,37514,,25023,,12491,,9961,,2063,,7898,,2861,
IA,Iowa,202507,O,65844,,56759,,39224,,25484,,13740,,10520,,1947,,8573,,7015,
IA,Iowa,202507,U,,,56759,,41331,,25563,,15768,,11677,,2193,,9484,,3751,
IA,Iowa,202508,O,60348,,61485,,48660,,31141,,17519,,8542,,1762,,6780,,4283,
IA,Iowa,202509,O,55647,,65844,,53016,,33291,,19725,,9135,,1898,,7237,,3693,
IA,Iowa,202510,O,42878,,60348,,49685,,34099,,15586,,7822,,1820,,6002,,2841,
IA,Iowa,202511,O,55874,,55647,,44087,,31383,,12704,,7690,,1025,,6665,,3870,
ID,Idaho,202303,O,51929,,25081,,16900,,5386,,11514,,8181,State Held Some or All Procedural and/or Other Terminations for the Report Month,8181,,0,State Held Some or All Procedural and/or Other Terminations for the Report Month,0,
ID,Idaho,202303,U,,,25081,,16900,,5386,,11514,,8181,,8181,,0,,0,
ID,Idaho,202304,O,50997,,51553,,17345,,4697,,12648,,10798,State Held Some or All Procedural and/or Other Terminations for the Report Month,10798,,0,State Held Some or All Procedural and/or Other Terminations for the Report Month,23410,
ID,Idaho,202304,U,,,51549,,21704,,4697,,17007,,29845,,13531,,16314,,0,
ID,Idaho,202305,O,37954,,51008,,16754,,3752,,13002,,34254,,8181,,26073,,0,
ID,Idaho,202305,U,,,51008,,16754,,3752,,13002,,34254,,8181,,26073,,0,
ID,Idaho,202306,O,35916,,37946,,10085,,4482,,5603,,27861,,2531,,25330,,0,
ID,Idaho,202306,U,,,37946,,10085,,4482,,5603,,27861,,2531,,25330,,0,
ID,Idaho,202307,O,49551,,35915,,10032,,4880,,5152,,24300,,2596,,21704,,1583,
ID,Idaho,202307,U,,,35915,,10929,,4880,,6049,,24986,,2967,,22019,,0,
ID,Idaho,202308,O,20197,,49553,,11308,,278,,11030,,38127,,6953,,31174,,118,
ID,Idaho,202308,U,,,49553,,11405,,307,,11098,,38148,,6965,,31183,,0,
ID,Idaho,202309,O,17696,,17091,,15979,,13271,,2708,,1112,State Held Some or All Procedural and/or Other Terminations for the Report Month,1112,,0,State Held Some or All Procedural and/or Other Terminations for the Report Month,0,
ID,Idaho,202309,U,,,17091,,15979,,13271,,2708,,1112,,1112,,0,,0,
ID,Idaho,202310,O,15159,,17335,,13560,,11359,,2201,,3530,,749,,2781,,245,
ID,Idaho,202310,U,,,17335,,13765,,11494,,2271,,3570,,781,,2789,,0,
ID,Idaho,202311,O,11323,,15159,,10922,,8861,,2061,,3569,,684,,2885,,668,
ID,Idaho,202311,U,,,15159,,11429,,8973,,2456,,3730,,791,,2939,,0,
ID,Idaho,202312,O,19139,,11323,,6620,,3232,,3388,,4235,,887,,3348,,468,
ID,Idaho,202312,U,,,11323,,6980,,3299,,3681,,4343,,958,,3385,,0,
ID,Idaho,202401,O,15194,,19139,,9586,,4444,,5142,,8456,,1464,,6992,,1097,
ID,Idaho,202401,U,,,19139,,10443,,4573,,5870,,8696,,1628,,7068,,0,
ID,Idaho,202402,O,24012,,15194,,9555,,6380,,3175,,4745,,885,,3860,,894,
ID,Idaho,202402,U,,,15194,,10300,,6564,,3736,,4894,,1007,,3887,,0,
ID,Idaho,202403,O,22097,,24012,,16712,,10666,,6046,,5773,,1453,,4320,,1527,
ID,Idaho,202403,U,,,24012,,17539,,10666,,6873,,6473,,1614,,4859,,0,
ID,Idaho,202404,O,29467,,22097,,15664,,9869,,5795,,6176,,1669,,4507,,257,
ID,Idaho,202404,U,,,22097,,15836,,9869,,5967,,6261,,1684,,4577,,0,
ID,Idaho,202405,O,23875,,29467,,17852,,11605,,6247,,11262,,2065,,9197,,353,
ID,Idaho,202405,U,,,29467,,18088,,11605,,6483,,11379,,2086,,9293,,0,
ID,Idaho,202406,O,23702,,23875,,13547,,9482,,4065,,10186,,1330,,8856,,142,
ID,Idaho,202406,U,,,23875,,13638,,9482,,4156,,10237,,1342,,8895,,0,
ID,Idaho,202407,O,19703,,23702,,13743,,9837,,3906,,9818,,1380,,8438,,141,
ID,Idaho,202407,U,,,23702,,13815,,9837,,3978,,9887,,1406,,8481,,0,
ID,Idaho,202408,O,23095,,19703,,12978,,9516,,3462,,6548,,1063,,5485,,177,
ID,Idaho,202408,U,,,19703,,13097,,9516,,3581,,6606,,1074,,5532,,0,
ID,Idaho,202409,O,22636,,23095,,18868,,16173,,2695,,4160,,743,,3417,,67,
ID,Idaho,202409,U,,,23095,,18915,,16173,,2742,,4180,,753,,3427,,0,
ID,Idaho,202410,O,21261,,22636,,18618,,16055,,2563,,3836,,694,,3142,,182,
ID,Idaho,202410,U,,,22636,,18754,,16055,,2699,,3882,,701,,3181,,0,
ID,Idaho,202411,O,14914,,21261,,17192,,14787,,2405,,3955,,724,,3231,,114,
ID,Idaho,202411,U,,,21261,,17288,,14787,,2501,,3973,,727,,3246,,0,
ID,Idaho,202412,O,18249,,14914,,10340,,7112,,3228,,4258,,739,,3519,,316,
ID,Idaho,202412,U,,,14914,,10593,,7112,,3481,,4321,,746,,3575,,0,
ID,Idaho,202501,O,17705,,18249,,12744,,8782,,3962,,5044,,919,,4125,,461,
ID,Idaho,202501,U,,,18249,,13077,,8782,,4295,,5172,,950,,4222,,0,
ID,Idaho,202502,O,21591,,17705,,12737,,9026,,3711,,4434,,794,,3640,,534,
ID,Idaho,202502,U,,,17694,,13114,,9026,,4088,,4580,,822,,3758,,0,
ID,Idaho,202503,O,20630,,21591,,15763,,10457,,5306,,5459,,1285,,4174,,369,
ID,Idaho,202503,U,,,21585,,15983,,10457,,5526,,5602,,1310,,4292,,0,
ID,Idaho,202504,O,22334,,20630,,15209,,10278,,4931,,5057,,1225,,3832,,364,
ID,Idaho,202504,U,,,20630,,15470,,10278,,5192,,5160,,1243,,3917,,0,
ID,Idaho,202505,O,18754,,22334,,15720,,10832,,4888,,5936,,1187,,4749,,678,
ID,Idaho,202505,U,,,22334,,16021,,10832,,5189,,6313,,1213,,5100,,678,
ID,Idaho,202506,O,19464,,18754,,13251,,9530,,3721,,5038,,798,,4240,,465,
ID,Idaho,202506,U,,,18754,,13603,,9530,,4073,,5151,,804,,4347,,0,
ID,Idaho,202507,O,18584,,19464,,14173,,10490,,3683,,4900,,862,,4038,,391,
ID,Idaho,202507,U,,,19464,,14457,,10490,,3967,,5007,,969,,4038,,391,
ID,Idaho,202508,O,23647,,18584,,13317,,10054,,3263,,5024,,908,,4116,,243,
ID,Idaho,202509,O,24027,,23647,,18796,,15794,,3002,,4484,,694,,3790,,367,
ID,Idaho,202510,O,22577,,24027,,19515,,16352,,3163,,4380,,833,,3547,,132,
ID,Idaho,202511,O,17312,,22577,,17796,,14815,,2981,,4700,,782,,3918,,81,
IL,Illinois,202303,O,,,,,,,,,,,,,,,,,,
IL,Illinois,202303,U,,,,,,,,,,,,,,,,,,
IL,Illinois,202304,O,113663,"Reporting Renewals at Case Level, As Opposed to Individual Level",,,,,,,,,,,,,,,,
IL,Illinois,202304,U,,,,,,,,,,,,,,,,,,
IL,Illinois,202305,O,385567,,,,,,,,,,,,,,,,,
IL,Illinois,202305,U,,,,,,,,,,,,,,,,,,
IL,Illinois,202306,O,336080,,199040,,128370,,84184,,44186,,15149,State Held Some or All Procedural and/or Other Terminations for the Report Month,11134,,4015,State Held Some or All Procedural and/or Other Terminations for the Report Month,55521,
IL,Illinois,202306,U,,,199040,,143993,,92513,,51480,,47099,,13486,,33613,,7948,
IL,Illinois,202307,O,284180,,350563,,202309,,125829,,76480,,23903,State Held Some or All Procedural and/or Other Terminations for the Report Month,20899,,3004,State Held Some or All Procedural and/or Other Terminations for the Report Month,124351,
IL,Illinois,202307,U,,,350563,,244276,,155098,,89178,,87071,,28237,,58834,,19216,
IL,Illinois,202308,O,297385,,336683,,202769,,139729,,63040,,18629,State Held Some or All Procedural and/or Other Terminations for the Report Month,16618,,2011,State Held Some or All Procedural and/or Other Terminations for the Report Month,115285,
IL,Illinois,202308,U,,,336683,,241282,,156472,,84810,,75840,,24044,,51796,,19561,
IL,Illinois,202309,O,272042,,283579,,162197,,109688,,52509,,17329,State Held Some or All Procedural and/or Other Terminations for the Report Month,15487,,1842,State Held Some or All Procedural and/or Other Terminations for the Report Month,104053,
IL,Illinois,202309,U,,,283579,,200577,,135840,,64737,,67732,,20782,,46950,,15270,
IL,Illinois,202310,O,279384,,293985,,173755,,129918,,43837,,20122,State Held Some or All Procedural and/or Other Terminations for the Report Month,18490,,1632,State Held Some or All Procedural and/or Other Terminations for the Report Month,100108,
IL,Illinois,202310,U,,,293985,,211967,,154361,,57606,,66761,,20333,,46428,,15257,
IL,Illinois,202311,O,203501,,272042,,184243,,160303,,23940,,10338,State Held Some or All Procedural and/or Other Terminations for the Report Month,9502,,836,State Held Some or All Procedural and/or Other Terminations for the Report Month,77461,
IL,Illinois,202311,U,,,272042,,191547,,160303,,31244,,66451,,17224,,49227,,14044,
IL,Illinois,202312,O,264230,,279393,,185840,,166797,,19043,,7905,State Held Some or All Procedural and/or Other Terminations for the Report Month,7351,,554,State Held Some or All Procedural and/or Other Terminations for the Report Month,85648,
IL,Illinois,202312,U,,,279393,,198986,,166797,,32189,,65994,,16417,,49577,,14413,
IL,Illinois,202401,O,334519,,203501,,137315,,117574,,19741,,8742,State Held Some or All Procedural and/or Other Terminations for the Report Month,8216,,526,State Held Some or All Procedural and/or Other Terminations for the Report Month,57444,
IL,Illinois,202401,U,,,203501,,145023,,117574,,27449,,49840,,13678,,36162,,8638,
IL,Illinois,202402,O,281742,,365933,,226652,,181896,,44756,,19572,State Held Some or All Procedural and/or Other Terminations for the Report Month,18329,,1243,State Held Some or All Procedural and/or Other Terminations for the Report Month,119709,
IL,Illinois,202402,U,,,365933,,242425,,181896,,60529,,106463,,29471,,76992,,17045,
IL,Illinois,202403,O,277349,,334519,,228313,,191296,,37017,,16561,State Held Some or All Procedural and/or Other Terminations for the Report Month,15316,,1245,State Held Some or All Procedural and/or Other Terminations for the Report Month,89645,
IL,Illinois,202403,U,,,334519,,238810,,191296,,47514,,82725,,22744,,59981,,12984,
IL,Illinois,202404,O,182486,,281742,,188072,,155561,,32511,,15006,State Held Some or All Procedural and/or Other Terminations for the Report Month,13648,,1358,State Held Some or All Procedural and/or Other Terminations for the Report Month,78664,
IL,Illinois,202404,U,,,281742,,195759,,155561,,40198,,74671,,18836,,55835,,11312,
IL,Illinois,202405,O,262032,,277349,,193567,,161540,,32027,,13768,State Held Some or All Procedural and/or Other Terminations for the Report Month,12508,,1260,State Held Some or All Procedural and/or Other Terminations for the Report Month,70014,
IL,Illinois,202405,U,,,277349,,199369,,161540,,37829,,64864,,16814,,48050,,13116,
IL,Illinois,202406,O,244688,,181997,,150875,,132429,,18446,,15152,,3609,,11543,,15970,
IL,Illinois,202406,U,,,182486,,155758,,132429,,23329,,16630,,4597,,12033,,10098,
IL,Illinois,202407,O,235611,,273620,,224003,,196928,,27075,,26027,,4056,,21971,,23590,
IL,Illinois,202407,U,,,274329,,229589,,196928,,32661,,31010,,5203,,25807,,13730,
IL,Illinois,202408,O,238451,,258641,,214009,,188502,,25507,,26920,,4031,,22889,,17712,
IL,Illinois,202408,U,,,258641,,219035,,188502,,30533,,30341,,5067,,25274,,9265,
IL,Illinois,202409,O,242052,,235611,,188122,,166251,,21871,,27879,,3718,,24161,,19610,
IL,Illinois,202409,U,,,235611,,193953,,166251,,27702,,30851,,4739,,26112,,10807,
